title,localisation,desc,note,link,entreprise
DATA SCIENTIST (H/F),13 - MARSEILLE 01,"Recherche: DATA SCIENTIST H/FAcass, agence de recrutement, recherche pour son client sur Marseille un DATA Scientist H/F pour une embauche en CDI. Il s'agit d'un poste sédentaire basé à Marseille. Vous intégrez la filiale technologie d'un groupe multinational Français. En tant que Data Analyst/Scientist, vos principales missions seront :  Création et gestion de bases de données.  Analyses statistiques.  Extraction de données.  Gestion de projets.  Management d'équipe.  Contrôle de la qualité des données.  Analyse des résultats.  Formuler des recommandations.  Aide à la prise de décision dans la création de projets. . Le profil idéal De formation Bac +5 en informatique et plus précisément en BigData, vous avez une première expérience réussit à un poste de Data scientist. Vous avez des compétences managériales. Vous faites preuve d'un bon esprit d'équipe et d'un bon relationnel. Vous avez un bon niveau d'anglais. Ce poste est basé à Marseille  13 Informations complémen...Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9476359,NA
Data scientist (H/F) - Montpellier,34 - MONTPELLIER,"HCube Conseil Référence : 90431 / Projets : Définir avec le métier les use cases les plus pertinents  Définir la stratégie de Datascience Data mining, Datamanagement, Data quality la plus adaptée au projet  Aider à la mise en œuvre de la méthodologie projet Big Data  Réaliser/choisir une¿modélisation/algorithme¿statistique Data predict, Data score, Machine/Deep Learning pour répondre au mieux à la problématique client.  Analyser les données et restituer les résultats selon le format le plus pertinent Datavisualisation, D3js, .  Connaissance des technologies souhaitées liste non exhaustive   Environnement technique : Hadoop, Spark, HortonWorks, Hive, Pig, Dataiku Scripting   Perl, Python, Java, Scala, JEE, C++, VBS  ScikitLearn, mahout, Pandas, Matlab, Weka, Vowpal Wabbit  d3.js, Datawrapper  Gate, Datalift  Ajax, php Objet, HTML 5, CSS3, XML/XSD, JQuery  No SQL, SQL Server, Oracle, MySQL, SOiR  Uml, Scrum, Merise, CrispDmProjet, Jira, Confluence, MsProject, Leankit, Maven  Bash, MsDos, VMware, VirtualBox, Android, Windows, Unix  Stripes, Hibernate, Junit, Jpa, Spring   De formation ingénieur, vous disposez d'une expérience significative de 2 ans minimum dans le domaine de la Data Science, idéalement un bon niveau d'anglais, n'hésitez à postuler !  Esprit d'équipe, convivialité, innovation et créativité : Si vous vous reconnaissez dans ces valeurs, nous vous attendons !  Rémunération selon profil.Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9474386,NA
DATA SCIENTIST (H/F),63 - ST BEAUZIRE,"Recherche: DATA SCIENTIST H/FProduire autrement des produits de grande consommation cosmétiques, textiles, aliments pour animaux, plastiques. sans pétrole, avec une meilleure empreinte environnementale, des performances supérieures et de façon plus compétitive, c'est le défi auquel METabolic Explorer METEX, 70 collaborateurs, entreprise pionnière en biochimie industrielle avec plus de 20 ans d'expérience, veut contribuer. Pour l'aider dans son développement, METabolic Explorer recrute un Data Scientist H/F. Rattaché directement à la Secrétaire Générale, en collaboration étroite avec les services informatiques et de Bio Sciences, vous gérez l'exploitation de l'ensemble des données biologiques de l'entreprise à travers deux missions majeures : Vous concevez et développez les outils nécessaires à une exploitation optimale des données provenant de multiples technologies  Vous assurez la modélisation et l'analyse de ces données aux formats multiples. Vous présentez les résu...Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9448857,NA
Chargé / Chargée d'études statistiques (H/F),79 - NIORT,"POSTE : Chargé d'Analyses Statistiques H/FPROFIL : De formation Bac +2/3, spécialisée en statistiques ou informatique décisionnel, vous maîtrisez impérativement le langages SQL et les fonctions avancées d'Excel macro et VBAAutonome, vos capacités relationnelles et rédactionnelles vous permettent de vous adapter à des interlocuteurs variés, vous savez travailler en équipe pour la coordination des activités.Une 1ère expérience stage dans la production d'analyses statistiques et la conception de tableaux de bord d'activité, idéalement réalisé dans le domaine de l'assurance serait un plus.Vous souhaitez rejoindre une entreprise à taille humaine dans un environnement dynamique, rejoigneznous !DESCRIPTION : Inter Mutuelles Habitat IMH est une filiale du Groupe IMA. Nous apportons des solutions aux assurés victimes d'un sinistre habitation assistance d'urgence, estimation par téléphone des dommages, déclenchement de l'indemnisation, missionnement d'artisans. Plus de 450 collaborateurs sont employés sur 3 sites : Niort siège social, Marseille et Strasbourg.Nous recherchons un Chargé d'Analyses Statistiques H/F en CDD de 18 mois sur notre siège social d'Echiré.Rattachée à la responsable du service analyses et statistiques, et au sein d'une équipe de 2 personnes, vous aurez pour principales missions de : Identifier les données à collecter et participer à l'amélioration de l'alimentation du modèle de données, en exploitant différentes sources de données. Répondre à des demandes ponctuelles interne ou externe : extraire, synthétiser et analyser les données, contrôler leur justesse et leur cohérence, élaborer des tableaux et/ou schémas pour restituer les résultats. Participer à la conception, l'automatisation et la maintenance des reportings clients. Concevoir, suivre, analyser et reporter des indicateurs de gestion ou de pilotage. Maintenir et améliorer l'édition de reportings réguliers, et contrôler les résultats produits.En bref : Chargé d'études statistiques, Réalisation de reporting, DashboardType de contratContrat à durée déterminée  18 MoisContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9481403,NA
Ingénieur d'études en statistiques (H/F),France,"Contrat à durée déterminée  Plateforme Universitaire De Données De Toulouse, MshsT, Université Fédérale Toulouse MidiPyrénéesL'ingénieur.e sera chargé.e de participer au développement de l'offre de service et de contribuer au travail d'animation de la Plateforme Universitaire de Données de Toulouse PUDT ouverte en février dernier et intégrée à la Maison des Sciences de l'Homme. Les PUD ont pour fonction d'assurer un soutien à l'échelle locale aux recherches quantitatives en SHS.Plus d'infos et application : https://www.univtoulouse.fr/universite/universiterecrute/uftmpingenieuredetudetraitementetanalysededonneeshf0Compétences principales Maîtrise des procédures de gestion de bases de données. Maîtrise du traitement de données statistiques en SHS, des outils de traitement et d'analyse de données d'enquêtes. Connaissance d'un ou plusieurs logiciels d'analyse de données R, SAS, SPSS, Stata, BO, Sphinx... Connaissances des normes internationales pour la documentation des données individuelles ex. Data Documentation Initiative Bonne culture en sciences humaines et sociales sociologie, psychologie, science politique, économie, histoire, géographie, droit, ... et notamment en matière de production d'enquêtes, de tous formats, et de bases de données. Connaissance générale de la réglementation et des aspects juridiques relatifs au traitement des enquêtes et à l'exploitation de leurs résultats. Connaissance approfondie des règles déontologiques relatives à la production et à l'utilisation des grandes enquêtes. Compétences linguistiques : anglais, parlé, lu, écrit.Compétences Opérationnelles: Conduire un projet Expliquer et faire partager la vision du projet Elaborer et rédiger des notes d'information et autres documents de synthèse Elaborer des choix et priorités, planifier des actions Connaître le maniement des systèmes informatiques et principaux logiciels de bureautique Maîtriser au moins un langage de programmation R, SAS, Stata.Aptitudes : Capacité d'organisation Réactivité Force de proposition Qualités d'analyse et de synthèse Qualités rédactionnelles, relationnelles et communicationnellesType de contratContrat à durée déterminée  12 MoisContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9478436,NA
Junior Data Scientist M/F (6 months),Paris,"Passionate about tech? Interested in Energy? Come work for Kayrros, a fast-growing start-up using artificial intelligence to transform the world’s biggest industry. Kayrros is headquartered in Paris, with offices in New York, Houston, London, and Singapore. By working for Kayrros, you will join an energetic team of 140 people, with diverse professional backgrounds—from data science and petroleum engineering to sales and marketing—and over 15 different nationalities and 10 spoken languages.Our team of energy experts and tech wizards are working to bring transparency to the global energy market. We employ innovative technologies, like satellite imagery processing and artificial intelligence, to capture and analyse data across the energy sector. Combined with our expert analysis, we give our clients valuable information on global market movements to make better business decisions—whether that’s trading, investing or managing their operations.In September 2018, Kayrros received €21M in Serie B funding to continue breaking the boundaries of the energy market.Interested in operating at the intersection of energy and the data revolution? Get in touch!We are currently recruiting for our Paris office, a Junior Data Scientist M/F (6 months) Data Scientists have a central role in Kayrros. Working in hand with the Energy Analysts and the Software Engineers, they contribute to the whole pipeline of projects, including scoping projects, identifying and collecting data, constructing features, designing models, visualization, testing and improving product with clients.They face two main challenges:The diversity of data available (they have to combine many different sources of data: text data, satellite images, time series...)The diversity of the problems (supervised, unsupervised...)As a Junior Data Scientist, you will therefore have to:Understand energy markets dataFormulate problems considering available data and value of informationDesign, implement and test machine learning algorithmsContinuously provide ideas to improve products and take part of all team decision.Profile This is an ideal opportunity if you are looking for a six-month contract starting between May and July 2020, and you want to join a fast-growing start-up. You have a strong background and are passionate about machine learning, statistics, operations research. You are very interested in various topics including deep learning, NLP, machine learning applied to time series, image and signal processing. You demonstrate experience in a least one of these areasYou have strong programming skills in Python, Machine Learning libraries, data visualization packages and data manipulation. Previous exposures to GitHub and R programming preferred, or additional languages like JuliaYou are dynamic, curious and eager to learn about the energy industryYou can design and deliver working prototypes in a fast-paced environment and then put them intoproduction with the help of software engineersYou can communicate clearly in English, including with non-technical peopleYou are willing to contribute actively and have a real impact to the company successWhy joining Kayrros? We are a young, fast-growing tech company and are extremely passionate about what we do.We are located in the WeWork building on Rue la Fayette, 75009 (free drinks, events and a vibrantatmosphere).You will work with an international team and practice your English (or Chinese, German, Swedish,Portuguese...) on a day to day basis.Recruitment process Send your CV specifying the type of contract and your availabilityA phone interview (HR or Product Manager)A technical test (Code Challenge + Data Challenge)A physical interview (Team member + HR + Product Manager) The whole process will last one month at the maximum.Niveau hiérarchiqueStagiaireType d’emploiStagiaire / AlternantFonctionTechnologies de l’informationIngénierieSecteursServices d’information",NA,https://fr.linkedin.com/jobs/view/junior-data-scientist-m-f-6-months-at-kayrros-1829827737?refId=956dc1ea-7aa3-44c5-b4d0-3cbbeb94f621&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Kayrros
Data Scientist,Paris,"Publiée par :Cecile EYMARDCecile EYMARD100% remote avec Clémentine. 100% avec nos soignants.Société :Clémentine, cabinet de conseil en recrutement depuis 2000 et spécialiste des métiers du digital et de l'IT recherche un(e) Data Scientist pour son client, un groupe industriel français de premier plan sur le secteur environnemental.Mission : Au sein de la Direction Digitale, directement rattaché(e) au Lead Data Scientist, vous aurez pour missions de contribuer à l’accélération de la valorisation de l’intégralité des datas du Groupe et de contribuer à faire de la donnée un véritable levier de performance pour les différentes activités du Groupe. Avec une position centrale au sein de l’organisation et en tant que référent sur les sujets ‘data’ dans un environnement totalement agile, vous oeuvrerez principalement sur 2 grands streams de projets :  -      Les projets du Hub : permettant d’accompagner des initiatives data portées en local par les équipes métiers sur une période d’accélération de 6 mois -      Les projets de la Data Task Force : avec pour objectif l’identification et la structuration de projets data à haute valeur ajoutée et avec un impact business avéré Profil De formation Bac+5 type Grande Ecole d’Ingénieur, Universitaire ou PhD, vous avez 3 années d’expérience minimum dans le traitement et l’analyse de la donnée au sein d’entreprises ayant entrepris un réel virage sur les usages de la donnée. Fort de votre expertise technique dans le traitement de la donnée autour des enjeux de machine learning et de développement de modèles prédictifs, vous êtes à même de porter la vision data et d’intervenir sur de la conception d’algorithmes. En plus de la maitrise classique des languages de programmation, une expertise sur les sujets de Computer vision et Natural Language Processing sera un plus.Tenace, votre tempérament ainsi que votre leadership vous permettront de porter ces sujets data au sein d’un grand groupe. Votre business acumen et votre potentiel d’impact sur les use cases réels des métiers vous permettront de faire la différence. Votre envie de contribuer à la montée en puissance des sujets environnementaux sera un facteur de motivation fondamental. Poste basé à La Défense (Hauts de Seine, 92)Merci d’adresser votre candidature à Cécile Eymard sous référence P_485_4_C :e-mail : ceymard@clementine.jobsNiveau hiérarchiqueConfirméType d’emploiTemps pleinFonctionTechnologies de l’informationSecteur industrielÉtudes/rechercheSecteursServices pour l’environnement",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-cl%C3%A9mentine-certified-search-selection-1828994878?refId=956dc1ea-7aa3-44c5-b4d0-3cbbeb94f621&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Clémentine - Certified Search & Selection
DATA SCIENTIST F/H,Brioude,"Produire autrement des produits de grande consommation(cosmétiques, textiles, aliments pour animaux, plastiques…) sans pétrole,avec une meilleure empreinte environnementale, des performances supérieureset de façon plus compétitive, c’est le défi auquel METabolic Explorer(METEX), 70 collaborateurs, entreprise pionnière en biochimie industrielleavec plus de 20 ans d’expérience, veut contribuer. Pour l’aider dans sondéveloppement, METabolic Explorer recrute un Data Scientist (H/F). Rattachédirectement à la Secrétaire Générale, en collaboration étroite avec lesservices informatiques et de Bio Sciences, vous gérez l’exploitation del’ensemble des données biologiques de l’entreprise à travers deux missionsMajeures Vous concevez et développez les outils nécessaires à une exploitationoptimale des données provenant de multiples technologies - Vous assurez lamodélisation et l’analyse de ces données aux formats multiples. Vousprésentez les résultats des études réalisées en interne et animez lestransferts de pratiques auprès des différents utilisateurs.Vous êtes titulaire d’un Bac+5 en Data science obtenu après des études demathématiques et justifiez d’une expérience réussie d’au minimum 3 ans surun poste en structuration et analyse de données. Vous connaissezimpérativement les langages SQL, PERL, R, C++ et Java. Idéalement, vousmaitrisez également d’autres langages informatiques : PHP, SPARQL, Oracle,Python. Des connaissances en biologie seront appréciées. On vous reconnaitpour votre sens de l’organisation et votre rigueur. Votre excellentrelationnel, votre sens de l’écoute et votre communication adaptée vouspermettent d’interagir avec les différents services de l’entreprise et derépondre aux sollicitations des utilisateurs des données. Enfin, votrecuriosité et proactivité sont une force pour le développement des méthodesde structuration et l’innovation technique. Vous souhaitez vous impliquerdans un projet d’avenir, à la pointe de la technologie ? rejoignez-nous !Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationÉtudes/rechercheBiotechnologie",NA,https://fr.linkedin.com/jobs/view/data-scientist-f-h-at-metabolic-explorer-1804530944?refId=956dc1ea-7aa3-44c5-b4d0-3cbbeb94f621&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,METabolic EXplorer
Data Scientist,Paris,"Publiée par :Geraldine NOQUETGeraldine NOQUETSenior Manager Talent Acquisition - Awalee Consulting & CoperneecVous êtes Data Scientist, passionné(e) par les études prédictives et l’ensemble des méthodes scientifiques permettant d’extraire la connaissance à partir des données ?  Awalee renforce ses équipes dédiées à la Data Science : En les rejoignant, vous aurez l’occasion d’intégrer des pôles de recherche au sein de Directions Métier ou de Data Labs, dans un écosystème allant du secteur bancaire et financier à l’ensemble de l’industrie. Vous serez amené à : Comprendre précisément les problématiques métier et les traduire de manière analytique. Identifier, collecter et préparer les données et réaliser une première analyse statistique. Développer des algorithmes permettant de répondre aux problèmes posés et veiller à leur industrialisation. Vous communiquerez vos résultats et vos solutions en les confrontant avec les équipes métier. Vous les présenterez si nécessaire en utilisant des techniques de data visualisation. Vous évoluerez également au sein de la Practice Data Science d’Awalee, et pourrez y développer des études et travaux de recherches innovants. Profil : Vous êtes diplomé(e) d’une grande Ecole d’Ingénieur et/ou d’un 3ème cycle universitaire spécialisé en Data Science ou Statistiques appliquées. Vous justifiez d’une première expérience réussie en tant que Data Scientist ou Data Analyst tous secteurs. Vous maitrisez les méthodes statistiques et avez appliqué des algorithmes de Machine learning (Supervisé: Régressions, Random Forest, Boosting, Réseaux de Neurones… | Non Supervisé : K-means, K-Medoids, CAH… | Deep learning, NLP). Vous maîtrisez au moins un des langages de programmation suivants : Python, R, SAS, Scala, SPSS. Rigoureux et curieux, vous faites preuve d’autonomie et aimez relever de nouveaux challenges scientifiques et techniques.   APPLY NOW…Niveau hiérarchiqueManagerType d’emploiTemps pleinFonctionConseilIngénierieSecteursBanquesConseil en management",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-awalee-consulting-1831480021?refId=956dc1ea-7aa3-44c5-b4d0-3cbbeb94f621&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Awalee Consulting
Data Scientist,Paris,"Contextefifty-five accompagne les entreprises dans l'exploitation de leurs données au service d'un marketing et un achat-média plus performants. Partenaire des annonceurs de la collecte à l'activation des données, l'agence aide les organisations à devenir de véritables entités omnicanales maîtrisant l'efficacité de leur écosystème digital et ses synergies avec le monde physique. Pilier data stratégique de You & Mr Jones, premier groupe de BrandTech au monde, fifty-five propose des prestations associant conseil, services et technologie. L'agence compte aujourd'hui des bureaux à Paris, Londres, Hong Kong, New York et Shanghai. Le poste concerne le bureau de Paris. Afin d'accompagner les annonceurs dans l'amélioration de la conversion sur leurs sites et applications et l'optimisation de leur stratégie média, fifty-five consolide diverses bases de données. En interaction avec les data engineers et consultants, les data scientists exploitent ces données brutes pour en tirer des informations utiles (insights) ou activer des stratégies d'optimisation data driven. Le processus de recrutement contiendra plusieurs test techniques. Vos missions Vérification de la méthodologie et du bon déroulé du projet.  R&D, veille scientifique Synchronisation avec les autres équipes (consultants, ingénieurs, experts marketing, clients) Participation à la création de la solution Participation à la construction de nouvelles offres innovantes Data Science Mise en place et suivie de l'approche Data Science pour répondre à un problème client donné (forecast, scoring d'engagement / de churn, systèmes de recommandations, ...) Compétences et expérience Diplômé d'une grande école majeure statistiques/économétrie/machine learning Avoir participé à plusieurs projets Data Science de la prise du besoin à la création de la solution Une très bonne connaissance de l'ensemble des techniques existantes en machine learning Une forte appétence pour l'innovation et les nouvelles solutions Une expérience quantitative en marketing digital est un plus Appétence pour l'encadrement de profils plus juniors Fortes compétences en :Python, R, SQL, Bash, BitbucketStatistique descriptive et analyse de données (ACP, ACM, Classifications...) Inférence statistique (régressions linéaires, logistiques, séries temporelles ...) Expérience avec les environnements cloud Résolution de problèmes business marketing grâce à des modèles statistiques/machine learning Capacité à spécifier et concevoir l'industrialisation des prototypes sur de gros volumes de données Capacité à partager ses résultats de façon claire et accessible à une audience non technique Qualités rédactionnelles et esprit de synthèse Bon niveau écrit et oral en anglais et françaisNiveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionAnalysteSecteursInternet",NA,https://fr.linkedin.com/jobs/view/data-scientist-at-fifty-five-1781865531?refId=956dc1ea-7aa3-44c5-b4d0-3cbbeb94f621&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,fifty-five
Data Scientist - Produit (H/F),Paris,"Publiée par :Coraline LASSUS ✮ HAPPN ✮Coraline LASSUS ✮ HAPPN ✮Talent Recruiter chez happnEnvironnement:Vous voulez trouver des insights forts pour accélérer la croissance d’une startup innovante et développer des algorithmes business driven? Rejoignez notre équipe data riche en compétences, vivante et éclectique qui regroupe data scientists, engineers, BI et analysts.On attend de vous que vous soyez force de proposition dans l’équipe, qui est toujours à la recherche d’idées nouvelles!Descriptif de missions:Au travers d’études descriptives et prédictives approfondies, estimation du ROI d’un projet, ton rôle premier sera d’identifier les principaux leviers de rétention et d’engagement par rapport à l’activité sur le produit pour les équipes métiers.Tu seras force de proposition d’opportunités de mise en œuvre de machine learning et / ou scores répondant aux besoins métier pour co-construire la roadmap Produit avec le Product Owner;Participation au cadrage / kick-off avec le Produit: objectif, périmètre, méthode ainsi que capacité d’industrialisation pour obtenir la validation métier et technique avant démarrage;Développement des modèles et méthodes d’apprentissage automatique permettant de répondre à une problématique métier en accord avec la roadmap stratégique. Les problématiques Produit seront liées aux fonctionnalités existantes ou celles en devenir, à la recommandation de profil ou encore à la création de valeur à partir des données de géolocalisation;Test de robustesse de tes algorithmes sur des jeux de données adaptés;Définition et analyse des A/B tests de monétisation;Vulgarisation de tes travaux (lors des démos et ateliers de travail) en présentations captivantes, visuelles et synthétiques aux équipes business et à la direction afin de mobiliser les différentes équipes associées à tes projets et de te synchroniser avec elles.Méthodologies et bonnes pratiques:Référent en statistique de l’équipe data, tu accompagneras les différents métiers de la data pour mettre en place un A/B tests framework (tests statistiques, KPIs à suivre, périmètre de l’A/B test).Suite à tes études, tu pourras recommander aux ingénieurs BI la mise en place de nouveaux indicateurs clés, perfectionnant les tableaux de bord existants.Tu participeras à l’amélioration de bonnes pratiques au sein du CORE Data science.Profil recherché:De formation supérieure d’une grande école d’ingénieur spécialisée en statistiques / datamining / mathématiques.Vous avez 2 ans d’expérience minimum en tant que data scientist dans le domaine du digitalHard skills (Compétences métier)Obligatoire : Python / SQL / connaissances statistiques et machine learningSubsidiaire : Tensorflow / Elastic Search / Spark / R / Git / TableauSoft skills (Compétences interpersonnelles)Vous êtes owners de vos projets: vous prenez des initiatives, vous êtes flexible et autonome, et faites preuve d’une grande rigueurVous êtes une personne de confianceVous êtes synthétique, clair(e) et avez de bonnes qualités de communicationVous avez l’esprit d’équipe: vous avez un bon relationnel, aimez le partage et le challengeVous savez faire preuve d’empathieProcess de recrutement :Entretien avec l’équipeTestEntretien Manager et DRHDécouvrez HAPPN:happn, c’est :Une startup en plein cœur de Paris (2ème arrondissement, métro sentier / bonne nouvelle)Un Welcome Pack qui vous attend dès votre arrivée (PC ou Mac, c’est vous choisissez !)Un Welcome Breakfast dès votre arrivéeDes équipes multiculturellesUn environnement très agile avec des espaces de travail dédiés par équipeUn afterwork tous les 1ers jeudi du mois pour se retrouver autour d’une ou plusieurs bièresDes parties de baby-foot endiabléesDes initiatives sportives qui ne manquent pas (foot, running, pétanque ...)Un séminaire annuel à l’étranger !Des RTTCafé gratuit à volontéUne mutuelle compétitiveRemboursement de 50% des frais de transportNiveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursInternetTechnologies et services de l’information",NA,https://fr.linkedin.com/jobs/view/data-scientist-produit-h-f-at-happn-1748254717?refId=956dc1ea-7aa3-44c5-b4d0-3cbbeb94f621&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,happn
DATA SCIENTIST F/H,Champcueil,"Description Et ProfilFnac-Darty est un groupe au rayonnement mondial. C’est aussi et surtout une dynamique d’innovation et une vision stratégique : apporter à nos clients la meilleure expérience omnicanale. Pour s’imposer durablement en champion de la distribution, nous avons annoncé notre nouveau plan stratégique Confiance+. Cette offensive stratégique se repose notamment sur un écosystème clients enrichi et des programmes de fidélité innovants.Pour déployer cette stratégie, la direction marketing clients recrute un(e) stagiaire Data Scientist en charge d’apporter des réponses innovantes aux problématiques marketing et business de nos interlocuteurs internes.Vos MissionsRattaché(e) au Responsable Innovation de l’équipe Data & Analytics, vos missions : Développer une nouvelle approche Big Data sur notre datalake Hadoop. Sujet possible :Réduction du taux d’attrition (adhérents, newsletter…)Faire évoluer et améliorer la modélisation du trafic magasin ; la transformer en recommandation de leviersDéfinition d’un score d’appétence à l’adhésionImplémentation d’un outil de datavizRecommandation client de produits, de promo Accompagner le responsable Innovation Data sur ses missionsVotre ProfilEn M2 d’école d’ingénieur et/ou Université avec une spécialisation en statistiques, mathématiques ou data science, vous avez une appétence particulière pour les secteurs Retail/Ecommerce/Services.Vous maîtrisez Python, idéalement PySpark.Vous maîtrisez les méthodes de machine learning classiques (Régression linéaire, RF, SVM, GB…) et avez des connaissances en statistiques.Vous avez des connaissances en Hadoop, Spark, Hive, SQL...Vous avez une réelle sensibilité marketing digital et vous savez vous montrer créatif et innovant.Vous êtes persévérant, et savez communiquer vos résultats.Vous voulez travailler sur un sujet R&D mais savez penser en termes d’usage métier.Vous savez vous adapter rapidement ; vous êtes autonome, dynamique et avez l'esprit d'équipe.Rigoureux, vous possédez de réelles capacités d’analyse et de synthèse.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationInternetRecrutement",NA,https://fr.linkedin.com/jobs/view/data-scientist-f-h-at-fnac-darty-1820671941?refId=956dc1ea-7aa3-44c5-b4d0-3cbbeb94f621&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FNAC DARTY
DATA SCIENTIST H/F,Paris,"Description de l'offreEnedis est une entreprise de service public, gestionnaire du réseau de distribution d'électricité sur 95% du territoire français. Elle développe, exploite, modernise le réseau électrique et gère les données associées.Elle est indépendante des fournisseurs d'énergie qui sont chargés de la vente et de la gestion du contrat de fourniture d'électricité.La formation proposée est située au sein de la direction technique d'Enedis. Le département Postes Sources est l'un des départements de la Direction Technique d'Enedis Pole Exploitation et Système qui a en charge l'ensemble des aspects d'exploitation, de maintenance et de conduite des ouvrages de transformation Haute Tension d'Enedis.Le département Postes Sources définit et porte auprès de l’ensemble des Directions Régionales d’Enedis les politiques de renouvellement des ouvrages et de leur maintenance, ainsi que les règles constructives des ouvrages et leurs consignes d’exploitation.Le département prépare également le programme d’investissement dans le domaine des Postes Sources et assure l’animation fonctionnelle des filières d’ingénierie et d’exploitation Postes Sources.La Data Science et les Business Analytics sont des éléments essentiels de la nouvelle vague digitale mise en mouvement par l’utilisation avancée de la Donnée. Enedis acteur majeur de la Donnée travaille activement à mettre à disposition de ces collaborateurs d'outils de DATA VISUALISATION et de DATA Analyse. Le but final de ce projet est d'ouvrir le champ de la maintenance prédictive des équipements Postes Sources au travers du projet TIPS d'Enedis et Monitoring des Transformateurs HTB/HTA.Dans le cadre des travaux du projet TIPS de mise à disposition des entités Enedis d'outil de DATAVISUALISATION des données de son logiciel de GMAO, vous contribuerez avec le chef de projet à la mise au point des nouveaux rapports et tableaux de bord.Vous travaillerez à l'agrégation dans les Bases de Données Partagées des données en vue d'une mise à disposition d'autres Data Scientists d'Enedis. Vous proposerez des outils pour la validation des flux de données, en collaboration avec les services de la DSI Enedis travaillant sur ce projet.Dans le cadre du projet de Monitoring des Transformateurs vous contribuerez a la mise en place des outils d'analyses des data collectées pour définir des modèles de maintenance prédictive.Avec les experts du domaine vous contribuerez à la création d'indicateurs d'état de santé des transformateurs et du parc global.Des couplages avec d'autres bases de données comme des données météorologiques par exemple seront nécessaires pour compléter l'approche analytique.Vous aiderez à l'élaboration d'outils permettant la mise en valeurs des données essentielles, par les techniques de storytelling à destination des techniciens de maintenance, des experts et des décideurs.Profil souhaitéLicence dans le domaine de la DATA SCIENCE pour un MASTER en 2 ans ou année de M1 validée dans le domaine de la DATA SCIENCE pour l'obtention d'un M2 de DATA SCIENCE.Acquisition de compétences autour des outils de Maintenance Industrielle (GMAO) et surtout le développement d'outils spécifiques d'analyses de la donnée pour permettre à Enedis de mettre en place une maintenance prédictive.Dans le domaine des transformateurs HTB/HTA, les équipements HTA des ouvrages d'Enedis.Un travail avec des bases de données externes permettra aussi de développer des modèles intégrant les aléas climatiques, ... pour enrichir l'activité de maintenance des équipements électriques d'un Distributeur d'energie comme Enedis par la conception de modèles d'analyse.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursPétrole et énergie",NA,https://fr.linkedin.com/jobs/view/data-scientist-h-f-at-enedis-ex-erdf-1789813921?refId=956dc1ea-7aa3-44c5-b4d0-3cbbeb94f621&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Enedis (ex ERDF)
